id;Dossier structure;Dossier type;Product of last dossier version;Personal household (support unit);Persons in household total;Person category;Marital status;Nationality categories;In CH since birth;Age categories;Employment situation;Degree of employment;Part-time reason;Highest completed education;Trained profession category;last job category
id02807;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Juristische, soziale, kulturelle und verwandte Fachkräfte
id04165;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;;
id04824;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;in der Lehre;Vollzeit(90+);;obligatorische Schule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id01645;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Fahrzeugführer und Bediener mobiler Anlagen
id03484;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id02896;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Schulbesuch weniger als 7 Jahre;kein | keine;kein | keine
id02878;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id00430;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Verkaufskräfte;Verkaufskräfte
id02036;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Verkaufskräfte
id04221;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Rentner/in;;;Berufslehre/-schule;Verkaufskräfte;Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei
id03646;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);Krankheit;obligatorische Schule;kein | keine;Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id01064;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;Selbstständig;Mehrere Teilzeitstellen;;Berufslehre/-schule;Verkaufskräfte;Assistenzberufe im Gesundheitswesen
id02153;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;46-55;ohne Arbeit, beim Arbeitsamt gemeldet;;;höhere Fach- und Berufsausbildung;Juristische, soziale, kulturelle und verwandte Fachkräfte;Reinigungspersonal und Hilfskräfte
id03878;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;in der Lehre;Vollzeit(90+);;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Allgemeine Büro- und Sekretariatskräfte
id02300;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;keine Chance auf dem Arbeitsmarkt;;;obligatorische Schule;kein | keine;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id04215;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id00889;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id03793;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;kein | keine;Verkaufskräfte
id00281;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;obligatorische Schule;Spezialisten in Gesundheitsberufen;Betreuungsberufe
id00706;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Hilfsarbeitskräfte, onA
id01151;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;36-45;;;;;kein | keine;kein | keine
id01670;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;56-65;;;;;;
id01436;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Schutzkräfte und Sicherheitsbedienstete
id03301;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Assistenzberufe im Gesundheitswesen
id00009;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Spezialisten in Gesundheitsberufen
id02912;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;TRUE;56-65;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Bürokräfte mit Kundenkontakt
id00877;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;FALSE;46-55;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Haushalt, familiäre Gründe;obligatorische Schule;kein | keine;Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen
id03259;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;FALSE;26-35;vorübergehend arbeitsunfähig;;;Anlehre;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe
id00110;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);keine Vollzeitstelle;obligatorische Schule;Berufe im Bereich personenbezogener Dienstleistungen;Verkaufskräfte
id00496;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
id04636;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Verkaufskräfte;Verkaufskräfte
id04203;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;
id00556;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;Dauerinvalidität;;;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id02471;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;46-55;Rentner/in;;;obligatorische Schule;kein | keine;kein | keine
id04787;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Betreuungsberufe;Betreuungsberufe
id04343;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Fachkräfte in der Landwirtschaft;Fachkräfte in der Landwirtschaft
id01386;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Spezialisten in Gesundheitsberufen
id01771;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;vorübergehend arbeitsunfähig;;;Maturität, Berufsmatura, Diplommittelschule;Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft;Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften
id03181;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Juristische, soziale, kulturelle und verwandte Fachkräfte
id00173;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Spezialisten in Gesundheitsberufen;Spezialisten in Gesundheitsberufen
id03867;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verwitwet;Schweiz;TRUE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;Schulbesuch weniger als 7 Jahre;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id00416;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;vorübergehend arbeitsunfähig;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe
id00195;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;in der Lehre;Vollzeit(90+);;obligatorische Schule;Verkaufskräfte;Verkaufskräfte
id02348;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;;;;Universität/Hochschule/Fachhochschule;Lehrkräfte;Lehrkräfte
id04349;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id03426;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Reinigungspersonal und Hilfskräfte
id01220;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id01051;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id02898;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;Dauerinvalidität;;;Anlehre;;
id04179;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id01391;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;vorübergehend arbeitsunfähig;;;Anlehre;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id01604;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;46-55;Dauerinvalidität;;;Berufslehre/-schule;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker;Juristische, soziale, kulturelle und verwandte Fachkräfte
id02011;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;36-45;Angestellt, regelmässig;Vollzeit(90+);;obligatorische Schule;Fahrzeugführer und Bediener mobiler Anlagen;Fahrzeugführer und Bediener mobiler Anlagen
id03801;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Allgemeine Büro- und Sekretariatskräfte
id02477;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;56-65;Angestellt, regelmässig;Vollzeit(90+);;obligatorische Schule;kein | keine;Fahrzeugführer und Bediener mobiler Anlagen
id03191;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;56-65;vorübergehend arbeitsunfähig;;;höhere Fach- und Berufsausbildung;Lehrkräfte;Berufe im Bereich personenbezogener Dienstleistungen
id00415;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;FALSE;36-45;;;;;kein | keine;kein | keine
id00777;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;36-45;;;;;;
id01548;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (50-89%);Krankheit;Anlehre;Reinigungspersonal und Hilfskräfte;Reinigungspersonal und Hilfskräfte
id03111;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;geschieden;Schweiz;FALSE;46-55;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);;nicht feststellbar;kein | keine;kein | keine
id04170;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;46-55;Dauerinvalidität;;;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Allgemeine Büro- und Sekretariatskräfte
id03575;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;36-45;Dauerinvalidität;;;Berufslehre/-schule;Assistenzberufe im Gesundheitswesen;Assistenzberufe im Gesundheitswesen
id03369;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Person mit Kind / Kinder;verheiratet;Schweiz;FALSE;36-45;;;;;;
id01510;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;;
id00767;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;geschieden;Schweiz;TRUE;56-65;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfskräfte in der Nahrungsmittelzubereitung
id02033;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;18-25;vorübergehend arbeitsunfähig;;;obligatorische Schule;kein | keine;kein | keine
id03979;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Allgemeine Büro- und Sekretariatskräfte
id02822;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen;Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen
id03710;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;FALSE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker
id03880;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;36-45;;;;;;
id01704;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;ledig;Schweiz;TRUE;26-35;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);Haushalt, familiäre Gründe;Maturität, Berufsmatura, Diplommittelschule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id03317;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;>3;Mehrfachhaushalt (>3);Paar mit Kind / Kinder;verheiratet;Schweiz;FALSE;36-45;;;;;;
id02224;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Anlehre;Fachkräfte in der Landwirtschaft;Hilfsarbeitskräfte, onA
id02227;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;;
id04097;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;Angestellt, regelmässig;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;Berufslehre/-schule;Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe;Juristen, Sozialwissenschaftler und Kulturberufe
id04392;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;verheiratet;Schweiz;FALSE;36-45;;;;;;
id03113;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;kein | keine;kein | keine
id01276;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;geschieden;Schweiz;FALSE;56-65;Arbeit auf Abruf;Eine Teilzeitstelle (bis 49%);keine Vollzeitstelle;höhere Fach- und Berufsausbildung;Juristen, Sozialwissenschaftler und Kulturberufe;Juristen, Sozialwissenschaftler und Kulturberufe
id03946;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;kein | keine
id04092;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;FALSE;26-35;;;;;;
id00379;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (2-3);Alleinstehend;ledig;Schweiz;TRUE;26-35;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Allgemeine Büro- und Sekretariatskräfte;kein | keine
id02917;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verwitwet;Schweiz;FALSE;46-55;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id02404;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;
id03153;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;geschieden;Schweiz;TRUE;26-35;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Reinigungspersonal und Hilfskräfte
id02333;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Person mit Kind / Kinder;verheiratet;Schweiz;TRUE;26-35;Selbstständig;Eine Teilzeitstelle (bis 49%);Haushalt, familiäre Gründe;Berufslehre/-schule;Berufe im Bereich personenbezogener Dienstleistungen;Berufe im Bereich personenbezogener Dienstleistungen
id02472;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;2;Mehrfachhaushalt (2-3);Paar ohne Kind / Kinder;verheiratet;Schweiz;FALSE;56-65;ohne Arbeit, beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Berufe im Bereich personenbezogener Dienstleistungen
id01863;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Mehrfachhaushalt (>3);Alleinstehend;ledig;Schweiz;TRUE;18-25;ohne Arbeit, beim Arbeitsamt gemeldet;;;Berufslehre/-schule;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte;Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte
id03490;Sozialhilfe;Inländer/innen;Sozialhilfeleistung;1;Einzelhaushalt;Alleinstehend;ledig;Schweiz;TRUE;36-45;ohne Arbeit, nicht beim Arbeitsamt gemeldet;;;obligatorische Schule;kein | keine;Hilfsarbeitskräfte, onA
